"iso3c","SPI.INDEX","SCI","SCI_rank","ODIN_score","ODIN_rank","odb","gdb","iiag_overall","iiag_stats","country","region","income","SI.POV.DDAY","SI.POV.GINI","GE.EST","NY.GDP.PCAP.KD","HD.HCI.OVRL","SN.ITK.DEFC.ZS","SH.STA.MMRT","SE.LPV.PRIM","SG.LAW.INDX","SH.H2O.SMDW.ZS","EG.ELC.ACCS.ZS","NV.IND.MANF.ZS","EN.POP.SLUM.UR.ZS","subsidies","EN.GHG.ALL.MT.CE.AR5","ER.MRN.PTMR.ZS","ER.LND.PTLD.ZS","DT.TDS.DECT.EX.ZS","sdg_index_score","hdi_value","env_perform_index","eci_value","press_free_score","better_life_index","undernourish","severe_food_insecurity","legatum_health_index","ghsindex"
"ETH",59.4,54.44443333333335,101,30.3,154.5,19,NA,46,34.1,"Ethiopia","Sub-Saharan Africa ","Low income",27,35,-0.7802431285381315,859.5085029719339,0.382784843444824,22.2,267,90.3896408081054,80,13.2378982432178,55,4.36024230094663,64.31438,1.07542,192.4435,NA,17.0096378,16.3104926624288,54.54639699121028,0.498,36.3,-1.0152291059494019,49.115,NA,21.9,21.1,122,37.8
"LAO",59.3,65.00001666666665,68.5,41.150000000000006,129.5,NA,NA,NA,NA,"Lao PDR","East Asia & Pacific","Lower middle income",7.1,38.8,-0.6202040910720825,2618.968708998315,0.456665337085724,5.4,126,97.71728515625,85.625,17.8720755715615,100,9.02684522653581,21.8,0.33311,36.8615,NA,18.687561,12.4061462056042,62.9637958776844,0.6074999999999999,26.3,-0.6877864996592203,36.65,NA,4.7,7.2,111,34.8
"AFG",59.3,53.8889,101.5,31.4,165,NA,NA,NA,NA,"Afghanistan","South Asia","Low income",NA,NA,-1.933524250984195,378.6865621752945,0.400284141302109,30.4,620,93.2679977416992,31.875,30.0340981310563,85.3,8.898455959188329,73.3,0.72134,29.0264,NA,3.6372566,2.67397501265809,49.005601438757324,0.4805,31,-1.2109211683273315,39.010000000000005,NA,30.1,28.4,153,28.8
"MRT",59.2,57.7778,90.5,37,143.75,NA,NA,41.3,48.9,"Mauritania","Sub-Saharan Africa ","Lower middle income",5.4,32,-0.7443371415138245,1603.51397958026,0.381546080112457,9.3,464,NA,48.125,NA,49,6.555978217267455,56,3.16842,16.6699,4.1534376,0.6219882,9.110089698613312,57.23236890756302,0.556,34.6,-1.3769901990890503,58.775000000000006,NA,8.7,9.5,138,26.2
"LBN",58.9,44.4444333333333,127,37,144,12,NA,NA,NA,"Lebanon","Middle East & North Africa","Lower middle income",0,31.8,-1.519835948944095,5909.03651555028,0.515125513076782,9.6,21,NA,58.75,47.7,100,1.4268298768899501,4.5,13.13085,31.9268,0.2252885,1.8901918,31.578788359745047,67.52014467787114,0.716,39.9,0.2825491279363632,48.519999999999996,NA,NA,12.6,108,33.4
"MOZ",58.8,63.33338333333335,72.75,30.95,163.75,10,10,48.6,46.8,"Mozambique","Sub-Saharan Africa ","Low income",74.5,50.3,-0.7268387973308565,603.1169311468091,0.362116664648056,24.8,127,NA,82.5,NA,33.2,7.62685717179962,54.95891,0,40.0721,2.1459141,29.4848003,52.80726733562305,52.68726507218272,0.4495,39,-1.25958247979482,53.010000000000005,NA,30.5,39.6,150,30.4
"GIN",58.6,55,99.75,44.3,112.75,NA,NA,41.2,33.3,"Guinea","Sub-Saharan Africa ","Lower middle income",13.8,29.6,-0.911077231168747,1007.9881006610485,0.37094247341156,10.3,553,82.6748275756835,73.75,NA,47.7,12.7453563521224,49.00714,0.01118,29.2804,0.5297288,37.5654716,2.43648599694261,54.88727619047619,0.4655,36.5,-1.517762541770935,59.665,NA,12.9,49.5,159,26.8
"OMN",58.1,NA,NA,75.7,15,NA,14,NA,NA,"Oman","Middle East & North Africa","High income",NA,NA,0.14806000515818596,18583.98518615765,0.608116269111633,5.7,17,40.6137619018554,40.9375,90.851749132955,100,9.555458862017534,NA,0.1584,137.2437,0.3299866,3.5802445,NA,68.5883507384772,0.8214999999999999,51.3,-0.36949215332667035,36.93,NA,2.8,NA,55,39.1
"LSO",58,67.7778,61.75,42.7,122.75,NA,NA,54.9,57.6,"Lesotho","Sub-Saharan Africa ","Lower middle income",32.4,44.9,-0.9207998216152189,970.9508844161364,0.400392591953278,NA,566,96.8991394,79.375,28.2174874193037,50,15.133259119396099,25.55318,0.08023,3.0231,NA,0.5031593,6.915442327369314,54.86989376992176,0.5175000000000001,36.9,NA,61.84,NA,46,32.8,164,30.9
"IRN",57.9,77.22223333333335,36.75,40.8,132,NA,NA,NA,NA,"Iran, Islamic Rep.","Middle East & North Africa","Upper middle income",0.5,34.8,-0.9526542723178855,5564.110524523025,0.593404471874237,6.5,22,41.5363006591796,31.25,94.2212514688695,100,19.7010539641479,NA,19.2038,951.8312,0.8045548,8.6141329,0.2531881921826905,69.09183116246498,0.7755000000000001,41.8,-0.11669886453698079,24.015,NA,6.1,7.4,58,36.5
"NAM",57.8,50.5555833333333,110.25,39,138.5,14,19,NA,NA,"Namibia","Sub-Saharan Africa ","Upper middle income",15.6,59.1,0.05008995160460475,3934.54630679573,0.446437537670136,22.2,215,NA,80,NA,56.2,11.17175576573495,41.4,0,13.1028,1.7141997,37.8909302,NA,64.28167338935575,0.624,44,-0.7046852310498556,81.375,NA,17.1,33,125,30.3
"CHN",57.8,80,29.5,36.25,150.25,26.5,40,NA,NA,"China","East Asia & Pacific","Upper middle income",0,35.7,0.5866132825613025,11865.5631765908,0.65310263633728,2.5,23,18.2000007629394,78.125,NA,100,26.62358952707185,NA,0.1896,15662.1317,5.4790087,15.616046,10.510701458164899,72.0081674854557,0.766,35.4,1.3050687710444133,24.07,NA,2.5,NA,5,47.5
"GUY",57.5,47.777783333333346,118.75,30.6,166,NA,11,NA,NA,"Guyana","Latin America & Caribbean ","High income",NA,NA,-0.280400946736336,20233.99966155565,0.495226472616196,2.5,112,NA,86.875,NA,93,1.86702634436868,12.1402,9.6e-4,7.791,0.0188852,8.5002432,1.93704037090636,67.39975115387062,0.7175,49,NA,71.955,NA,2.5,NA,120,30.8
"TTO",56.9,47.7777666666667,119.5,30.549999999999997,166,21,22,NA,NA,"Trinidad and Tobago","Latin America & Caribbean ","High income",NA,NA,-0.03459332417696715,15965.000675148,0.603487730026245,12.6,27,20.644582748413,75,NA,100,22.2417029643588,7.5,2.27679,45.9109,0.048908600000000003,30.5928192,NA,62.981997614272984,0.8140000000000001,52.5,-0.05293980737527212,77.61000000000001,NA,12.2,10.2,64,36.8
"IRQ",56.1,35.5555666666667,136.75,44.05,114.75,NA,NA,NA,NA,"Iraq","Middle East & North Africa","Upper middle income",0.1,29.5,-1.3461833596229549,4287.825591897161,0.407643288373947,16.1,76,NA,48.125,59.7426312653863,100,3.0427649333327196,49.33894,3.77942,367.9411,0,1.5334121,3.7971633290199103,64.79264473173885,0.6825000000000001,30.3,-0.8661579489707947,30.765,NA,16.3,NA,115,24
"CMR",56.1,51.6667,108.25,44,114,11,24,43.2,35.9,"Cameroon","Sub-Saharan Africa ","Lower middle income",23,42.2,-0.8938851952552795,1462.715331255245,0.397401511669159,5.7,438,71.9326171875,60,NA,71,13.4258366478419,32.67179,0.21165,43.1713,10.8918982,10.9788837,19.93124274451955,55.149658874458886,0.577,38.6,-1.197417140007019,47.34,NA,6.4,26.7,152,28.6
"BHR",54.9,NA,NA,59.45,60,20,22,NA,NA,"Bahrain","Middle East & North Africa","High income",NA,NA,0.6684593856334685,25131.898535616652,0.652472019195557,NA,16,30.1656990051269,68.125,98.9039755631804,100,21.10479979860335,NA,2.26603,69.9762,21.1257343,12.9564543,NA,63.741239393939395,0.876,35.3,0.6074211696783701,30.78,NA,NA,NA,50,36.3
"SWZ",54.4,68.8889,61.25,12.45,186.5,8,NA,43.9,32.3,"Eswatini","Sub-Saharan Africa ","Lower middle income",36.1,54.6,-0.8331812620162965,3654.3287163005198,0.37250080704689,12.4,240,NA,46.25,NA,82.3,29.017316435457147,10.8082,0,3.3726,NA,4.2582645,5.568019819910385,57.85070875591616,0.6034999999999999,38.7,0.19465850293636322,49.54,NA,11.6,18.3,161,29.3
"STP",54.2,60.5555833333333,83.25,38.65,142.5,NA,NA,59.5,50.7,"Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",15.7,40.7,-0.868767112493515,1391.9176306046752,NA,16.4,146,NA,83.125,36.3006918200211,78,NA,52.6,1.41101,0.2624,0.0267865,29.255909,6.136082838115085,62.732946670976084,0.6185,36.2,NA,NA,NA,13.1,14.1,94,26.6
"MDG",54.1,55.00005,100.75,36.349999999999994,150,NA,NA,44.2,41.6,"Madagascar","Sub-Saharan Africa ","Low income",80.7,42.6,-0.9974045753478995,445.23695416097,0.391991019248962,39.7,392,95.2420349121093,69.375,22.2392232754516,36.1,9.49672393900893,67.42009,0.46468,34.9798,0.9137279,7.4860764,5.32958549274169,50.25456036414566,0.501,30.1,-1.1676090161005657,57.34,NA,51,12.2,145,30.4
"PLW",53.6,48.8888666666667,116.75,31.95,163,NA,NA,NA,NA,"Palau","East Asia & Pacific","High income",NA,NA,0.4459999054670335,12254.793403379499,0.588113486766815,NA,NA,NA,56.25,90.4408486187601,100,1.08159037856744,NA,NA,1.4181,100,44.176796,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,25.5
"NIC",53.1,48.8889,114.75,39.65,136.5,NA,NA,NA,NA,"Nicaragua","Latin America & Caribbean ","Lower middle income",3.9,46.2,-1.060912489891055,2222.3693830525153,0.508098244667053,19.6,78,78.9034957885742,86.25,55.5159170451418,86.5,13.850972499877951,67.2,0.18175,21.0252,3.3923588,21.3472767,28.95961615807785,64.79990658263306,0.6605000000000001,47.4,-1.0062816540400188,37.09,NA,17.8,NA,78,36.3
"VCT",52.4,55,99.5,48.05,97,NA,NA,NA,NA,"St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",NA,NA,0.1960045509040357,9088.04250703549,0.533341825008392,4.8,62,NA,68.125,NA,100,3.260940650533545,NA,0.5515,0.1546,0.2200975,22.4196224,11.430137371146351,NA,0.7575000000000001,54.2,NA,NA,NA,3.1,10.3,NA,33.5
"COD",52.2,40.55553333333335,131,40.1,132.75,16,NA,32.7,35.9,"Congo, Dem. Rep.","Sub-Saharan Africa ","Low income",78.9,44.7,-1.71787053346634,524.28429162451,0.366369277238846,37,547,96.6015014648437,78.75,11.5843357881251,21.5,17.48365736096435,78.36226,0,61.5741,0.2364319,13.853673,1.48244351648139,48.581700676937444,0.479,39.5,-1.7528790632883708,48.105,NA,35.3,40.7,163,26.1
"TJK",51.6,72.7777833333333,47,41.7,124.5,14,12,NA,NA,"Tajikistan","Europe & Central Asia","Lower middle income",6.1,34,-0.764724433422089,1366.431498265295,0.504116356372833,8.7,17,NA,78.75,55.2921007475287,100,15.1406689868228,17.06392,5.9269,22.7552,NA,22.2786617,9.854698633147976,69.18514074357016,0.6745000000000001,32.3,-0.9413995345433553,39.66,NA,9.3,NA,75,29.3
"TCD",51.6,52.22225,106.5,22.9,179.5,NA,NA,34.5,39.7,"Chad","Sub-Saharan Africa ","Low income",30.8,37.4,-1.4514111280441249,568.701407386646,0.299782782793045,35.1,1063,94.410545349121,66.25,6.24704860480126,11.7,3.19150040080212,82,0.42236,89.8373,NA,20.9712543,7.736646896597105,45.34232094079011,0.3955,35.9,-2.1821658611297607,54.955,NA,31.4,NA,165,23.9
"VUT",50.8,42.7777666666667,127.5,28.950000000000003,159.5,NA,NA,NA,NA,"Vanuatu","East Asia & Pacific","Lower middle income",10,32.3,-0.5535650849342351,2629.763565553585,0.454658538103104,7.9,94,NA,55.625,NA,70,2.77656491882666,NA,0,0.5859,0.0076373,4.200532,5.792110152818485,NA,0.6074999999999999,45,NA,NA,NA,9.5,2.4,NA,25.9
"BDI",50.4,62.777783333333346,77.5,40.45,131.25,NA,NA,40.4,35.8,"Burundi","Sub-Saharan Africa ","Low income",62.1,37.5,-1.2318598031997698,253.611182515316,0.386170625686646,NA,494,95.8188552856445,76.25,NA,10.3,9.36171645020186,36.8,0.12616,7.4799,NA,7.5914717,10.03938753536056,53.911466529025404,0.426,33.5,NA,53.94,NA,NA,NA,134,22.1
"BHS",49.2,NA,NA,34.25,158,NA,24,NA,NA,"Bahamas, The","Latin America & Caribbean ","High income",NA,NA,0.347151830792427,30726.9504581252,NA,NA,77,NA,81.25,NA,100,1.04056484842904,NA,0.97833,1.8816,7.9228845,36.6336479,NA,60.86056040135689,0.8135,55.9,NA,NA,NA,NA,3.4,NA,30.1
"VEN",49.1,60,84.75,30,142,16,NA,NA,NA,"Venezuela, RB","Latin America & Caribbean ","Not classified",NA,NA,-1.644126415252685,NA,NA,17.6,259,NA,85,NA,100,12.0733564315826,NA,5.8667,169.5171,4.3506241,56.8789978,NA,62.882696692523176,0.693,53.3,-1.022473394870758,37.385000000000005,NA,17.9,NA,97,20.9
"KNA",48.8,41.9444666666667,130,37.45,142,NA,NA,NA,NA,"St. Kitts and Nevis","Latin America & Caribbean ","High income",NA,NA,0.386081323027611,21276.54402292415,0.586181640625,NA,NA,NA,71.25,NA,100,4.097541885443335,NA,0.38432,0.1533,3.9775331,22.8983135,NA,NA,0.778,NA,NA,NA,NA,NA,5.6,NA,31.7
"ATG",48.4,46.11113333333335,122.5,33.2,161,NA,NA,NA,NA,"Antigua and Barbuda","Latin America & Caribbean ","High income",NA,NA,0.110204078257084,17799.08137090765,0.595703899860382,NA,21,NA,68.75,NA,100,2.5421722082816096,NA,2.19398,0.3598,0.2999421,19.9374428,NA,NA,0.788,55.6,NA,NA,NA,NA,7.1,NA,30
"KIR",46.8,41.111083333333355,131,27.35,161.5,NA,NA,NA,NA,"Kiribati","East Asia & Pacific","Lower middle income",1.7,27.8,0.035203617066145,1978.9861090834102,0.492592930793762,3.7,76,NA,76.25,14.4140746669502,94.4,4.90857325898282,NA,0,0.11,11.8151646,22.3604145,NA,NA,0.6234999999999999,44.3,NA,NA,NA,12.1,8,NA,26.2
"SOM",46.8,30.55555,142,29.4,167,NA,NA,23.2,18.6,"Somalia","Sub-Saharan Africa ","Low income",NA,NA,-2.0038033127784702,462.73016843605103,NA,51.3,621,NA,46.875,NA,48.9,NA,NA,0.00518,33.3582,0,0,8.969317992300006,48.02723118939884,NA,NA,NA,44.125,NA,48.7,43.4,163,16
"GRD",46.4,56.1111,99.25,16.3,187,NA,NA,NA,NA,"Grenada","Latin America & Caribbean ","Upper middle income",0.3,43.8,0.016229942440986647,9566.92270098815,0.565070509910584,NA,21,NA,80.625,89.9176799999318,94.2,3.473567949322505,NA,0,0.1941,0.0980357,9.5379553,6.574740135616185,NA,0.7935000000000001,45.8,NA,NA,NA,NA,6.6,NA,26.7
"PNG",45.9,52.2221666666667,108,22.6,179.5,NA,NA,NA,NA,"Papua New Guinea","East Asia & Pacific","Lower middle income",NA,NA,-0.8064503371715546,2481.871649397075,0.429185003042221,27.7,192,NA,60,NA,19,1.64378899968313,NA,1.15925,9.0968,0.1388858,3.6900601,36.38323422929355,53.60445303813833,0.559,36.9,-1.335396448771159,67.14,NA,23.4,NA,149,25
"DJI",45.7,58.33333333333335,91,29.200000000000003,171.5,NA,NA,42.2,37.2,"Djibouti","Middle East & North Africa","Lower middle income",19.1,41.6,-0.7591387629508974,3002.063352219705,NA,12.9,234,NA,71.25,NA,65,5.22820108698994,NA,2.65407,2.2323,0.1678645,1.5746459,1.5269928957951802,52.67871036414566,0.5095000000000001,32.3,NA,35.81,NA,16.8,16.5,126,25.2
"GAB",45.7,41.66663333333335,130.25,28.700000000000003,169,NA,NA,48.4,33.7,"Gabon","Sub-Saharan Africa ","Upper middle income",2.5,38,-0.7326167225837705,6534.58959343843,0.457612454891205,20.1,227,30.6775608062744,95,NA,93.5,20.26108125812515,44.33265,0.18083,18.6267,28.827137,22.4427567,15.3999017444452,63.092157002801116,0.708,53.3,-0.8554755250612894,57.06,NA,23,NA,140,21.8
"AND",44.4,NA,NA,NA,NA,NA,NA,NA,NA,"Andorra","Europe & Central Asia","High income",NA,NA,1.48534971475601,40003.815069949094,NA,NA,NA,NA,NA,90.640001490064,100,3.48655207178218,NA,NA,NA,NA,26.8572655,NA,NA,0.853,NA,NA,71.92,NA,NA,NA,NA,34.7
"SLB",44,52.22223333333335,107.25,28.45,173,NA,NA,NA,NA,"Solomon Islands","East Asia & Pacific","Lower middle income",26.6,37.1,-0.7065719366073611,1938.969766680555,0.419872611761093,19.4,122,NA,56.875,NA,76,8.20775764217778,NA,0,0.5938,0.1167495,2.0041173,3.64906757433558,NA,0.5645,42.2,NA,NA,NA,19,NA,NA,23.3
"SDN",44,62.7778,77.25,23.8,160.5,NA,NA,34.5,44.3,"Sudan","Sub-Saharan Africa ","Low income",15.3,34.2,-1.8317198753356951,870.237030029297,0.377445191144943,11.4,270,NA,32.5,NA,63.2,NA,73.7,1.92474,146.9554,15.9644394,2.2817633,2.95622866961282,48.55259439775911,0.509,39.1,-1.3197747071584065,40.894999999999996,NA,11.9,18.1,127,28.3
"DMA",43.1,48.33333333333335,117.25,35.4,152,NA,NA,NA,NA,"Dominica","Latin America & Caribbean ","Upper middle income",NA,NA,0.0817507430911062,8191.99256209109,0.544749319553375,13.4,NA,NA,62.5,NA,100,2.7581309604235154,NA,0,0.1474,0.0333271,21.961853,23.457938313466997,NA,0.721,49.3,NA,NA,NA,6.7,NA,NA,26.4
"GNB",42.1,53.33333333333335,104.5,19.5,182,NA,NA,40.2,22.1,"Guinea-Bissau","Sub-Saharan Africa ","Low income",26,33.4,-1.45975852012634,756.3675390757289,NA,32.2,725,NA,51.875,23.871601843252,37.4,11.01577571505635,60.81037,0.14046,3.2433,8.9889765,27.1057301,19.09431088845335,NA,0.483,42,NA,60.18,NA,37.9,32,155,21.4
"CAF",42,36.1110833333333,137.25,25.3,179,NA,NA,30.6,22.1,"Central African Republic","Sub-Saharan Africa ","Low income",65.7,43,-1.722656309604645,398.71890930713,0.291631907224655,23.5,835,NA,77.5,6.12644463898753,15.7,18.146505019180097,68.9131,0.01151,13.4482,NA,18.0648232,7.815434233415976,40.39583942818507,0.40549999999999997,39,NA,57.260000000000005,NA,48.7,61.8,167,18.6
"TUV",41.1,47.7777666666667,119.5,28.4,174,NA,NA,NA,NA,"Tuvalu","East Asia & Pacific","Upper middle income",3.6,39.1,-0.38175201416015647,4644.318935220819,0.447577118873596,NA,NA,NA,NA,8.70710061176711,100,1.02631578947368,NA,NA,0.0059,0.0292198,13.2406397,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,20
"MHL",41,33.88886666666665,139.5,29.6,169.5,NA,NA,NA,NA,"Marshall Islands","East Asia & Pacific","Upper middle income",0.9,35.5,0.14847550541162502,5493.65003724875,0.42339813709259,NA,NA,NA,65.625,NA,100,2.47497295554086,NA,NA,0.0024,0.2688033,11.9157085,NA,NA,0.639,42.5,NA,NA,NA,NA,NA,NA,24.6
"HTI",39.6,50,115.25,3.6500000000000004,188.5,12,8,NA,NA,"Haiti","Latin America & Caribbean ","Lower middle income",29.2,41.1,-2.226747632026675,1237.920076191475,0.446564912796021,50.4,350,NA,61.25,NA,49.3,23.8035689655187,48.9,1.37572,14.8741,1.4744834,8.6070547,3.86036490604675,52.576514215686274,0.5375000000000001,36.4,-1.0795147617657979,60.965,NA,45,42.9,148,30.4
"GNQ",39.1,36.6666333333333,136.75,30.65,166.5,NA,NA,27.3,25.4,"Equatorial Guinea","Sub-Saharan Africa ","Upper middle income",NA,NA,-1.308702290058135,5321.2314928345495,NA,NA,212,NA,55,NA,67,25.01901731464805,NA,0.59925,11.5519,0.2351147,19.2667599,NA,NA,0.5974999999999999,41.7,-1.4372247457504272,47.155,NA,NA,NA,156,17.4
"COG",37.5,42.22223333333335,129.75,29.7,168,NA,NA,35.1,25.6,"Congo, Rep.","Sub-Saharan Africa ","Lower middle income",35.4,48.9,-1.352192759513855,1681.543917986545,0.41926571726799,26.8,282,70.0140151977539,58.125,46.0765362516652,50.6,12.8531970155196,44.18359,0.04065,25.9624,3.0105464,36.7933235,7.819031388309745,52.63154388422035,0.5725,41.6,-1.6436647574106853,59.53,NA,33.3,58.8,146,26.3
"NRU",37.4,27.2222,139.5,10.6,189,NA,NA,NA,NA,"Nauru","East Asia & Pacific","High income",1.7,32.4,0.0653359480202197,8464.662259483594,NA,NA,NA,NA,NA,NA,100,NA,NA,0,0.0012,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"FSM",37.2,42.222216666666654,128.75,30.05,167,NA,NA,NA,NA,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",16,40.1,0.306111291050911,2981.475091977295,0.505966544151306,NA,74,NA,61.25,NA,85.3,0.49221334681496454,NA,0,0.052,0.0157724,0.0491628,NA,NA,0.6285000000000001,40.8,NA,NA,NA,NA,NA,NA,28.5
"SSD",34.4,44.44443333333335,126.75,14.3,184.75,NA,NA,18.5,27.8,"South Sudan","Sub-Saharan Africa ","Low income",67.3,44.1,-2.359325885772705,1080.14718624765,0.306520849466324,19.6,1223,NA,67.5,NA,8.4,3.53427701123526,94.2,0,NA,NA,15.5015011,NA,38.676086066840526,0.3855,NA,NA,48.84,NA,21.4,63.2,166,21.3
"YEM",32.6,33.333316666666704,139,36.599999999999994,149.25,8,NA,NA,NA,"Yemen, Rep.","Middle East & North Africa","Low income",19.8,36.7,-2.25444257259369,881.3714685445844,0.372784405946732,39.5,183,94.660057067871,26.875,NA,76,NA,44.2,0,38.006,0.4675735,0.771944,14.5629550318343,46.84698025210084,0.4575,NA,-1.238777756690979,30.96,NA,34.5,12.8,136,16.1
"SYR",31.7,24.44443333333335,144.25,25.6,176,NA,NA,NA,NA,"Syrian Arab Republic","Middle East & North Africa","Low income",24.8,26.6,-1.77058786153793,712.272278200037,NA,34,30,NA,40,NA,89,NA,NA,NA,46.3118,0.2469888,0.6853028,3.14853680210342,58.1809209114415,0.577,NA,NA,28.08,NA,27.8,NA,108,16.7
"TKM",29.7,34.4444333333333,139.75,1.3,189.5,NA,6,NA,NA,"Turkmenistan","Europe & Central Asia","Upper middle income",NA,NA,-1.182748556137085,7715.740893570481,NA,4.1,5,NA,NA,94.8805426953047,100,NA,8.5065,8.90922,128.9192,2.9938567,3.2482622,NA,68.46722124346242,0.743,40.6,-1.047926664352417,25.415,NA,5.7,NA,54,31.9
"LBY",23.5,26.6666666666667,142.75,21.4,181.5,NA,NA,35.7,14.9,"Libya","Middle East & North Africa","Upper middle income",NA,NA,-1.69583034515381,7320.828955859495,NA,11.4,72,NA,50,NA,70,2.80678251468398,NA,8.52451,104.5139,0.6336793,0.1284449,NA,NA,0.7104999999999999,NA,-1.1876046458880107,41.69,NA,8.4,21.2,105,25.3
"ABW",NA,NA,NA,35.1,155,NA,NA,NA,NA,"Aruba","Latin America & Caribbean ","High income",NA,NA,0.9503271281719194,30547.80085373325,NA,NA,NA,NA,NA,NA,99.9,2.56243337150077,NA,6.7e-4,0.4967,1.052e-4,18.9175758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"American Samoa","East Asia & Pacific","High income",NA,NA,0.6608984470367435,13709.0974895473,NA,NA,NA,NA,NA,89.8545469094066,NA,NA,NA,NA,0.0084,8.7237425,15.847867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BMU",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bermuda","North America","High income",NA,NA,1.210532665252685,110418.68361952901,NA,NA,NA,NA,NA,NA,100,0.357525185296845,NA,NA,0.3539,5.64e-5,2.0799191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Channel Islands","Europe & Central Asia","High income",NA,NA,NA,68668.26654909886,NA,NA,NA,NA,NA,NA,100,0.8251306774048555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COM",NA,47.2222,122,NA,NA,NA,NA,42.5,33.6,"Comoros","Sub-Saharan Africa ","Lower middle income",18.6,45.3,-1.6090794801712,1375.44716295613,0.40468829870224,16.9,217,NA,65,NA,89.9,NA,68.6,0.04532,0.9221,0.3744773,33.7527122,7.1796253070666,51.73064215686275,0.56,38.2,NA,61.205,NA,13.5,27.4,130,24.9
"CUB",NA,NA,NA,44.599999999999994,111.25,NA,NA,NA,NA,"Cuba","Latin America & Caribbean ","Upper middle income",NA,NA,-0.4132169783115385,7492.880214255159,NA,2.5,39,NA,NA,NA,100,10.7343478640438,10.54202,NA,44.3766,3.8522491,16.2291374,NA,74.13561626216276,0.7725,52.5,-1.0355249643325806,28.16,NA,2.5,NA,27,30.5
"CUW",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Curacao","Latin America & Caribbean ","High income",NA,NA,NA,17633.7480597837,NA,NA,NA,NA,NA,NA,100,2.61090085594633,NA,NA,NA,0.0381738,15.7457771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cayman Islands","Latin America & Caribbean ","High income",NA,NA,1.2497730255126949,80499.51728633899,NA,NA,NA,NA,NA,NA,100,0.965182258423152,NA,NA,0.3448,0.0776731,10.7627697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERI",NA,29.44443333333335,141.75,NA,NA,NA,NA,25.9,16.8,"Eritrea","Sub-Saharan Africa ","Low income",NA,NA,-1.762526869773865,751.374899794668,NA,NA,322,NA,69.375,NA,55.4,NA,NA,0.00258,6.9519,0,0,NA,NA,0.493,29,NA,23.740000000000002,NA,NA,NA,135,21.4
"FRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Faroe Islands","Europe & Central Asia","High income",NA,NA,NA,58233.91528840765,NA,NA,NA,NA,NA,NA,100,7.178699534255305,NA,NA,0.051,0.0108312,2.3290932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibraltar","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,0.689,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRL",NA,NA,NA,52.900000000000006,81.75,NA,NA,NA,NA,"Greenland","Europe & Central Asia","High income",NA,NA,0.760222226381302,48514.5271286311,NA,NA,NA,NA,NA,NA,100,2.90652234822232,NA,NA,0.5395,4.5155921,41.1104088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guam","East Asia & Pacific","High income",NA,NA,0.6608984470367435,34627.9862781837,NA,NA,NA,NA,NA,99.059791733307,100,NA,NA,NA,0.0409,0.0197942,4.4674053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HKG",NA,NA,NA,77.95,12.5,NA,49,NA,NA,"Hong Kong SAR, China","East Asia & Pacific","High income",NA,NA,1.572249114513395,43427.3782807465,0.812756538391113,2.5,NA,5.39016532897949,91.875,100,100,0.9456752255647924,NA,0.55886,39.1401,0,41.8836784,NA,NA,0.9504999999999999,NA,1.203318436940511,43.25,NA,2.5,NA,14,NA
"IMN",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isle of Man","Europe & Central Asia","High income",NA,NA,NA,89873.5421403346,NA,NA,NA,NA,NA,99.7098313889755,100,2.05292887722226,NA,NA,NA,0,5.4534445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
